City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
285,el charco,2.4769,-78.1105,23.85,92,100,1.69,CO,1728431524
286,kavieng,-2.5744,150.7967,29.4,65,15,3.3,PG,1728431525
287,lata,40.1629,-8.3327,19.72,47,100,4.19,PT,1728431526
288,ghadamis,30.1337,9.5007,30.74,20,36,3.96,LY,1728431527
289,abha,18.2164,42.5053,16.14,72,0,0.0,SA,1728431529
290,sos'va,59.1766,61.8558,-0.28,73,79,2.55,RU,1728431531
291,talnakh,69.4865,88.3972,-10.13,95,100,1.77,RU,1728431532
292,lethem,3.3803,-59.7968,30.3,53,71,4.39,GY,1728431534
293,barah,13.7,30.3667,29.39,52,92,4.13,SD,1728431535
294,dolores,-36.3132,-57.6792,8.48,93,15,5.49,AR,1728431536
295,sumbawa besar,-8.5,117.4333,30.57,45,93,1.41,ID,1728431537
296,chaeryong-up,38.3992,125.6156,16.01,75,25,1.55,KP,1728431539
297,camana,-16.6228,-72.7111,17.92,91,100,3.04,PE,1728431541
298,cabo san lucas,22.8909,-109.9124,30.17,61,40,3.6,MX,1728431300
299,sisimiut,66.9395,-53.6735,1.92,74,34,1.26,GL,1728431545
300,bereznik,62.8551,42.7072,-0.03,84,100,2.2,RU,1728431546
301,carloforte,39.145,8.3058,20.94,79,74,4.94,IT,1728431547
302,margate,51.3813,1.3862,13.16,86,100,0.45,GB,1728431548
303,lagos,6.5833,3.75,24.5,93,54,1.45,NG,1728431550
304,nampula,-15.1165,39.2666,19.97,83,75,4.12,MZ,1728431552
305,pitkyaranta,61.5734,31.4792,3.31,75,98,3.73,RU,1728431553
306,shiguai,40.7058,110.2856,11.05,71,61,1.7,CN,1728431554
307,jinghong,21.991,100.7341,21.07,84,74,0.11,CN,1728431555
308,guerrero negro,27.9769,-114.0611,24.51,61,0,5.51,MX,1728431493
309,alice springs,-23.7,133.8833,27.75,17,5,3.6,AU,1728431558
310,prado,-17.3411,-39.2208,24.28,85,26,6.1,BR,1728431559
311,vilani,56.5525,26.9245,6.02,94,86,3.83,LV,1728431560
312,kyzylorda,44.8528,65.5092,7.01,45,0,2.0,KZ,1728431562
313,sao vicente,-23.9631,-46.3919,21.66,26,89,2.23,BR,1728431564
314,funafuti,-8.5243,179.1942,28.0,94,75,2.57,TV,1728431565
315,luwuk,-0.9516,122.7875,26.9,71,72,2.26,ID,1728431567
316,saldanha,-33.0117,17.9442,15.03,97,17,3.41,ZA,1728431568
317,nikolayevsk-on-amure,53.1406,140.73,5.24,75,95,2.93,RU,1728431569
318,rongelap,11.1635,166.8941,28.72,75,66,4.6,MH,1728431570
319,rakops,-21.0167,24.3333,22.42,30,27,7.21,BW,1728431571
320,kavaratti,10.5669,72.642,26.26,88,100,4.96,IN,1728431572
321,colonia,50.9333,6.95,14.51,86,0,4.63,DE,1728431528
322,cockburn town,21.4612,-71.1419,28.98,84,40,3.09,TC,1728431575
323,ak'ordat,15.5486,37.8867,29.25,45,55,1.54,ER,1728431576
324,saladas,-28.2538,-58.6259,19.27,91,100,5.49,AR,1728431577
325,barra,-11.0894,-43.1417,26.54,47,6,2.7,BR,1728431578
326,oak grove,45.4168,-122.6401,21.66,69,75,3.09,US,1728431570
327,fale old settlement,-9.3852,-171.2468,28.12,71,43,6.35,TK,1728431580
328,ugoofaaru,5.6667,73.0,27.54,85,99,9.87,MV,1728431582
329,sala,34.0389,-6.8166,16.38,100,40,1.54,MA,1728431583
330,freetown,8.484,-13.2299,25.57,86,85,3.2,SL,1728431584
331,sabang,5.8933,95.3214,27.29,77,92,3.34,ID,1728431585
332,lompoc,34.6391,-120.4579,21.23,90,100,6.69,US,1728431586
333,smithers,54.7804,-127.1743,11.18,62,40,2.57,CA,1728431587
334,mar del plata,-38.0023,-57.5575,9.01,86,100,6.71,AR,1728431504
335,contamana,-7.3333,-75.0167,26.9,73,91,1.07,PE,1728431590
336,cabedelo,-6.9811,-34.8339,25.37,80,6,5.31,BR,1728431591
337,olinda,-8.0089,-34.8553,25.85,78,75,4.12,BR,1728431592
338,mil'kovo,55.6078,37.7956,11.08,73,100,4.0,RU,1728431593
339,bonthe,7.5264,-12.505,25.57,87,70,2.21,SL,1728431594
340,porto novo,6.4965,2.6036,22.9,91,30,1.9,BJ,1728431596
341,beledweyne,4.7358,45.2036,25.27,72,0,6.58,SO,1728431599
342,crane,31.3974,-102.3501,28.89,24,0,4.12,US,1728431600
343,paranaiba,-19.6772,-51.1908,35.05,22,90,2.64,BR,1728431602
344,newman,37.3138,-121.0208,35.58,22,2,3.13,US,1728431603
345,fuman,37.2273,49.3142,19.71,84,0,1.43,IR,1728431604
346,bom sucesso,-21.0331,-44.7581,27.09,36,60,3.57,BR,1728431605
347,pratapgarh,24.0333,74.7833,23.23,61,2,1.45,IN,1728431606
348,dongola,19.1667,30.4833,29.86,11,2,6.15,SD,1728431607
349,dinguiraye,11.3,-10.7167,21.14,97,100,0.52,GN,1728431609
350,colon,9.3592,-79.9014,25.61,87,100,2.24,PA,1728431610
351,morondava,-20.2833,44.2833,21.93,70,0,3.24,MG,1728431611
352,kuta,-8.7233,115.1723,26.97,94,75,2.57,ID,1728431612
353,nadym,65.5333,72.5167,-2.51,67,95,7.96,RU,1728431614
354,manturovo,58.3353,44.7619,3.95,77,100,5.76,RU,1728431615
355,guiuan,11.0333,125.7247,28.73,75,100,3.56,PH,1728431617
356,kaduy,59.2,37.15,1.98,97,100,3.84,RU,1728431618
357,saipan,15.1355,145.701,31.39,74,0,4.63,MP,1728431620
358,auburn,47.3073,-122.2284,20.43,82,75,3.6,US,1728431515
359,mao,39.8885,4.2658,21.31,73,0,6.17,ES,1728431622
360,ponte vedra beach,30.2397,-81.3856,25.57,90,100,5.66,US,1728431623
361,alofi,-19.0595,-169.9187,25.94,65,75,9.26,NU,1728431624
362,usogorsk,63.4106,48.6872,-0.62,86,46,2.06,RU,1728431626
363,shinkafi,13.0753,6.5105,28.26,57,12,3.16,NG,1728431627
364,st. john's,47.5649,-52.7093,9.98,91,100,2.68,CA,1728431421
365,ghat,24.9647,10.1728,30.85,18,39,1.46,LY,1728431629
366,bengkulu,-3.8004,102.2655,24.7,78,34,1.9,ID,1728431630
367,kundarkhi,28.7,78.7833,22.8,79,0,0.97,IN,1728431631
368,ambovombe,-25.1667,46.0833,19.64,81,23,6.98,MG,1728431633
369,amethi,26.15,81.8167,25.18,72,65,1.63,IN,1728431635
370,hasaki,35.7333,140.8333,19.55,92,100,14.69,JP,1728431636
371,yuzhno-kurilsk,44.0306,145.8556,13.48,57,100,2.95,RU,1728431637
372,t'ongch'on-up,38.9539,127.8917,16.83,75,97,2.82,KP,1728431638
373,brookings,44.3114,-96.7984,20.25,49,0,1.38,US,1728431640
374,alcaniz,41.05,-0.1333,19.14,57,100,1.69,ES,1728431641
375,pont rouge,48.8833,-72.0825,6.05,65,66,1.97,CA,1728431642
376,langzhong,31.5504,105.9938,16.09,84,0,0.94,CN,1728431643
377,kapuskasing,49.4169,-82.4331,3.05,93,100,5.66,CA,1728431644
378,crucecita,-28.95,-58.9833,18.23,95,100,6.55,AR,1728431645
379,broome,42.2506,-75.833,11.5,58,57,1.49,US,1728431647
380,bamyan,34.75,67.25,3.87,69,4,1.3,AF,1728431648
381,sol'tsy,58.1239,30.3238,3.55,95,71,1.88,RU,1728431649
382,zouerate,22.7187,-12.4521,28.78,29,95,2.69,MR,1728431650
383,nyanguge,-2.55,33.2,21.73,72,87,2.24,TZ,1728431651
384,lihue,21.9789,-159.3672,28.77,61,40,6.69,US,1728431652
385,mirny,62.5353,113.9611,-0.39,90,100,4.01,RU,1728431653
386,rumbek,6.802,29.6912,22.34,92,87,1.65,SS,1728431654
387,kapa'a,22.0752,-159.319,29.18,69,40,6.69,US,1728431656
388,naze,28.3667,129.4833,24.51,68,62,6.83,JP,1728431626
389,gorgan,36.8387,54.4348,14.98,88,0,2.06,IR,1728431658
390,fasa,28.9383,53.6482,15.58,36,0,0.0,IR,1728431659
391,cururupu,-1.8283,-44.8683,24.54,81,17,1.69,BR,1728431394
392,kailua-kona,19.6406,-155.9956,26.97,83,82,1.34,US,1728431662
393,eastham,41.8301,-69.9739,11.01,82,0,0.0,US,1728431663
394,mpongwe,-13.5091,28.155,21.33,33,2,4.19,ZM,1728431664
395,as sulayyil,20.4607,45.5779,24.65,23,0,2.6,SA,1728431665
396,juan griego,11.0817,-63.9655,23.07,100,38,5.66,VE,1728431666
397,magadi,12.9667,77.2333,20.61,92,99,1.59,IN,1728431667
398,turkmenbasy,40.0222,52.9552,19.43,77,40,5.14,TM,1728431668
399,ivdel',60.6911,60.4206,-1.82,79,34,1.77,RU,1728431670
400,shenjiamen,29.9576,122.298,20.03,64,96,4.68,CN,1728431671
401,fuling,29.7022,107.3919,16.72,70,0,0.94,CN,1728431672
402,mogocha,53.7333,119.7667,0.09,52,100,2.83,RU,1728431673
403,villa canas,-34.0057,-61.6076,19.4,10,85,5.51,AR,1728431674
404,perbaungan,3.5679,98.956,26.68,96,100,1.22,ID,1728431675
405,tsiroanomandidy,-18.7667,46.0333,19.22,63,10,1.04,MG,1728431677
406,arawa,-6.2132,155.5367,29.74,70,15,1.88,PG,1728431678
407,pankovka,58.5,31.1999,4.28,86,98,2.42,RU,1728431680
408,umm kaddadah,13.6017,26.6876,31.13,15,88,2.3,SD,1728431681
409,mkushi,-13.6202,29.3939,20.07,39,3,4.69,ZM,1728431682
410,fort bragg,35.139,-79.006,19.95,77,0,2.06,US,1728431684
411,kogalym,62.2654,74.4791,-2.49,91,99,9.31,RU,1728431685
412,haiku-pauwela,20.9219,-156.3051,28.98,64,40,9.26,US,1728431686
413,pointe-noire,-4.7761,11.8635,24.41,87,6,1.68,CG,1728431688
414,huicungo,-7.2833,-76.8,25.7,72,72,0.14,PE,1728431689
415,yei,4.095,30.6779,18.56,97,17,0.94,SS,1728431690
416,howard springs,-12.497,131.047,31.66,72,21,2.94,AU,1728431691
417,santo antonio do ica,-3.1022,-67.9397,28.15,66,84,0.15,BR,1728431693
418,saint-pierre,-21.3393,55.4781,19.82,68,0,2.57,RE,1728431694
419,luziania,-16.2525,-47.9503,25.31,53,72,2.38,BR,1728431398
420,cruzeiro do sul,-29.5128,-51.9853,20.29,92,100,3.25,BR,1728431698
421,yekaterinoslavka,50.3734,129.1139,5.66,35,9,4.5,RU,1728431699
422,nuku'alofa,-21.1333,-175.2,26.19,83,20,7.72,TO,1728431646
423,dean funes,-30.4204,-64.3498,15.23,88,100,6.67,AR,1728431701
424,pangoa,-12.1167,-73.0,23.97,71,95,1.42,PE,1728431702
425,acarau,-2.8856,-40.12,25.76,80,5,6.41,BR,1728431703
426,myeik,12.4333,98.6,26.22,86,66,1.39,MM,1728431705
427,carnarvon,-24.8667,113.6333,20.22,64,35,9.08,AU,1728431706
428,fort st. john,56.2499,-120.8529,11.94,54,75,7.2,CA,1728431707
429,corinto,37.9407,22.9573,17.72,68,2,1.37,GR,1728431708
430,xanthi,41.1414,24.8836,15.35,69,96,1.35,GR,1728431710
431,nishinoomote,30.7333,131.0,23.31,83,75,2.06,JP,1728431711
432,yabassi,4.457,9.9682,22.05,98,74,0.25,CM,1728431712
433,awjilah,29.1081,21.2869,24.45,45,0,3.54,LY,1728431714
434,bouca,6.5105,18.2733,21.22,95,100,0.27,CF,1728431715
435,alghero,40.5589,8.3181,18.05,94,19,1.03,IT,1728431716
436,kupang,-10.1667,123.5833,30.32,58,20,2.06,ID,1728431460
437,kasaragod,12.5,75.0,24.03,93,97,2.14,IN,1728431719
438,turpan,42.9333,89.1667,18.04,29,0,2.15,CN,1728431721
439,nichinan,31.6,131.3667,22.23,78,16,3.76,JP,1728431722
440,el calafate,-50.3408,-72.2768,8.81,78,56,4.25,AR,1728431526
441,severnoye,56.3491,78.3619,10.79,76,99,7.16,RU,1728431724
442,holualoa,19.6228,-155.9522,25.31,81,83,2.31,US,1728431575
443,villa emilio carranza,19.9667,-96.6,26.11,73,35,5.54,MX,1728431727
444,nova vicosa,-17.8919,-39.3719,24.24,84,38,6.41,BR,1728431729
445,tangalle,6.024,80.7911,24.79,89,95,2.35,LK,1728431730
446,ar rutbah,33.0381,40.2848,22.99,15,0,2.37,IQ,1728431732
447,la'ie,21.6477,-157.9253,29.66,65,3,3.13,US,1728431733
448,springs,-26.25,28.4,15.37,75,21,3.93,ZA,1728431734
449,bridlington,54.0831,-0.1919,12.79,91,83,2.24,GB,1728431736
450,al bayda',32.7627,21.7551,16.46,78,4,1.0,LY,1728431738
451,boyolangu,-8.1181,111.8935,25.77,82,83,2.4,ID,1728431739
452,santiago de cao,-7.9589,-79.2392,17.07,88,100,4.12,PE,1728431740
453,qashyr,53.0675,76.1036,13.31,54,100,7.24,KZ,1728431741
454,badger,64.8,-147.5333,3.14,77,100,0.0,US,1728431743
455,pandan,14.0453,124.1694,28.74,75,53,1.26,PH,1728431744
456,fomboni,-12.28,43.7425,25.85,72,0,6.17,KM,1728431745
457,baharly,38.4362,57.4316,21.35,28,76,1.57,TM,1728431746
458,seeb,23.6703,58.1891,28.05,74,0,2.57,OM,1728431747
459,city of balikpapan,-1.242,116.8942,24.97,100,75,2.57,ID,1728431749
460,villanueva,15.3167,-88.0,31.55,62,20,3.6,HN,1728431750
461,howrah,22.5892,88.3103,27.0,100,40,0.0,IN,1728431751
462,murzuq,25.9155,13.9184,26.85,31,0,3.59,LY,1728431752
463,gebeit,21.0667,36.3167,25.12,43,8,1.45,SD,1728431753
464,bridgewater,44.3835,-64.5155,14.82,96,90,3.6,CA,1728431703
465,borovskoy,53.8,64.15,12.06,43,83,3.41,KZ,1728431755
466,sittwe,20.15,92.9,25.64,90,100,2.59,MM,1728431757
467,skidel',53.5904,24.2478,10.25,86,83,5.11,BY,1728431758
468,buala,-8.145,159.5921,26.11,88,100,5.17,SB,1728431759
469,geraldton,-28.7667,114.6,18.23,68,100,6.17,AU,1728431760
470,manicore,-5.8092,-61.3003,28.92,55,92,2.21,BR,1728431761
471,ambon,-3.6954,128.1814,30.13,100,20,2.57,ID,1728431762
472,sedalia,38.7045,-93.2283,22.95,27,0,1.54,US,1728431492
473,ponta delgada,37.7333,-25.6667,22.4,73,20,5.14,PT,1728431765
474,woolgoolga,-30.1106,153.2007,16.93,80,100,6.34,AU,1728431766
475,remire-montjoly,4.9167,-52.2667,28.02,83,0,3.09,GF,1728431767
476,dwarka,22.2394,68.9678,28.21,72,2,5.65,IN,1728431768
477,madimba,-10.4,40.3333,23.02,90,27,3.42,TZ,1728431769
478,puerto el triunfo,13.2833,-88.55,26.98,83,48,2.54,SV,1728431770
479,troitsko-pechorsk,62.7084,56.1964,-0.81,78,80,2.78,RU,1728431771
480,fada,7.25,4.0667,22.43,99,35,0.65,NG,1728431773
481,kidal,18.4411,1.4078,32.26,26,54,2.94,ML,1728431775
482,hillsboro,45.5229,-122.9898,21.82,67,100,0.45,US,1728431776
483,tofol,5.3248,163.0078,29.88,79,75,1.03,FM,1728431777
484,neiafu,-18.65,-173.9833,28.38,65,40,6.17,TO,1728431779
485,wuwei,37.9281,102.6414,12.13,42,100,1.0,CN,1728431780
486,glace bay,46.1969,-59.957,12.72,82,75,4.63,CA,1728431781
487,nchelenge,-9.3451,28.734,24.26,70,94,3.59,ZM,1728431783
488,kiunga,-6.1219,141.2906,27.55,81,99,0.93,PG,1728431784
489,lazaro cardenas,17.9583,-102.2,26.64,84,98,1.02,MX,1728431785
490,ulaangom,49.9811,92.0667,1.81,52,78,2.38,MN,1728431786
491,nova venecia,-18.7106,-40.4006,22.63,78,53,1.74,BR,1728431787
492,krasnoarmeysk,51.0239,45.6969,11.16,68,67,4.9,RU,1728431789
493,north platte,41.1239,-100.7654,24.65,36,1,1.34,US,1728431651
494,barcelos,41.5388,-8.6151,18.09,97,100,10.17,PT,1728431791
495,ahmadpur east,29.1431,71.2598,28.24,31,0,2.03,PK,1728431792
496,gazli,40.1333,63.45,17.09,24,0,1.96,UZ,1728431793
497,cidreira,-30.1811,-50.2056,18.36,91,100,3.49,BR,1728431795
498,knysna,-34.0363,23.0471,18.99,73,14,1.42,ZA,1728431796
499,le morne-rouge,14.7667,-61.1333,24.76,79,23,4.18,MQ,1728431798
500,la passe,45.5549,-0.8967,15.49,94,100,4.54,FR,1728431799
501,belmonte,-15.8631,-38.8828,23.3,87,61,4.42,BR,1728431800
502,soio,-6.1349,12.3689,24.58,85,12,2.67,AO,1728431802
503,puerto escondido,15.85,-97.0667,27.19,79,98,2.55,MX,1728431804
504,san jose,37.3394,-121.895,31.03,37,20,6.17,US,1728431615
505,kristiansund,63.1115,7.732,8.4,93,100,2.57,NO,1728431806
506,homer,59.6425,-151.5483,8.94,73,100,7.15,US,1728431809
507,necocli,8.4234,-76.786,25.39,91,79,4.88,CO,1728431810
508,aibak,36.2647,68.0155,16.77,66,0,0.84,AF,1728431811
509,asilah,35.465,-6.0348,19.73,85,70,2.32,MA,1728431812
510,alaghsas,17.0187,8.0168,32.26,18,3,3.65,NE,1728431813
511,kudymkar,59.0173,54.656,0.39,74,100,4.69,RU,1728431814
512,santa elena de uairen,4.6167,-61.1333,23.74,69,96,0.62,VE,1728431815
513,fisterra,42.9049,-9.2629,18.76,96,100,16.6,ES,1728431817
514,benjamin constant,-4.3831,-70.0311,29.03,70,0,1.03,BR,1728431819
515,ad dabbah,18.05,30.95,31.87,20,55,3.37,SD,1728431821
516,ulan bator,47.9077,106.8832,-1.93,74,75,8.0,MN,1728431822
517,tazovsky,67.4667,78.7,-7.06,86,100,8.32,RU,1728431823
518,chifeng,42.2683,118.9636,11.29,55,100,2.22,CN,1728431825
519,walvis bay,-22.9575,14.5053,13.53,88,0,2.06,NA,1728431826
520,newnham,-41.3833,147.1333,12.53,62,0,4.12,AU,1728431827
521,tatarka,44.9589,41.9517,11.9,79,10,2.36,RU,1728431828
522,mundri,-6.9558,111.71,27.68,68,83,3.66,ID,1728431829
523,petrozavodsk,61.7849,34.3469,4.7,65,100,4.0,RU,1728431830
524,chihuahua,28.5,-106.0,24.01,26,16,5.47,MX,1728431655
525,dudhi,24.2167,83.25,23.68,77,35,1.03,IN,1728431833
526,ostersund,63.1792,14.6357,8.67,95,100,5.14,SE,1728431550
527,copiapo,-27.3667,-70.3333,15.24,57,0,3.29,CL,1728431718
528,biankouma,7.7391,-7.6138,20.52,98,86,0.94,CI,1728431837
529,sangaria,29.8,74.45,24.26,47,2,2.62,IN,1728431839
530,liaocheng,36.4439,115.9647,16.96,55,87,5.84,CN,1728431840
531,inebolu,41.9747,33.7608,18.05,57,7,1.88,TR,1728431841
532,namibe,-15.1961,12.1522,18.29,77,6,2.89,AO,1728431842
533,harstad,68.799,16.5293,2.86,97,100,3.45,NO,1728431843
534,sheridan,44.8333,-106.9173,24.45,25,0,0.89,US,1728431844
535,sitia,35.2,26.0986,21.15,61,0,1.34,GR,1728431845
536,ulladulla,-35.35,150.4667,13.99,55,92,2.88,AU,1728431847
537,prince george,53.9166,-122.753,13.69,47,20,4.12,CA,1728431805
538,angaur state,6.906,134.13,28.93,68,100,1.98,PW,1728431849
539,black forest,39.0131,-104.7008,19.98,27,40,3.09,US,1728431850
540,wichian buri,15.6578,101.106,24.66,89,100,0.81,TH,1728431851
541,ma'an,26.9775,110.7211,18.3,68,68,0.96,CN,1728431852
542,sens,48.1667,3.3333,13.53,83,92,6.92,FR,1728431854
543,yarmouth,41.7057,-70.2286,11.03,87,0,0.0,US,1728431856
544,peace river,56.2501,-117.286,14.17,67,75,9.77,CA,1728431764
545,mabaruma,8.2,-59.7833,26.48,82,18,1.91,GY,1728431858
546,huamachuco,-7.8,-78.0667,13.13,72,100,1.47,PE,1728431859
547,natal,-5.795,-35.2094,25.36,78,20,4.12,BR,1728431860
548,khilok,51.3674,110.4676,-1.81,73,100,8.13,RU,1728431862
549,maintirano,-18.0667,44.0167,24.08,71,1,5.19,MG,1728431863
550,el tigre,8.8875,-64.2454,28.44,65,98,4.01,VE,1728431864
551,mount pearl,47.5166,-52.7813,9.52,92,100,2.57,CA,1728431866
552,bom despacho,-19.7364,-45.2522,27.75,37,39,1.05,BR,1728431867
553,ornskoldsvik,63.2909,18.7153,9.53,100,100,7.2,SE,1728431869
554,bodo,67.28,14.405,5.02,89,75,5.66,NO,1728431870
555,prince rupert,54.3161,-130.3201,12.05,76,40,7.72,CA,1728431871
556,wynyard,-41.0,145.7167,11.77,70,0,3.58,AU,1728431872
557,rayon,19.1444,-99.5836,12.93,90,87,0.31,MX,1728431874
558,ntoum,0.3833,9.7833,24.27,91,99,0.79,GA,1728431875
559,suva,-18.1416,178.4415,28.71,74,75,4.63,FJ,1728431876
560,fortaleza,-3.7227,-38.5247,27.82,89,0,5.14,BR,1728431865
561,beaufort west,-32.3567,22.583,21.23,40,41,3.54,ZA,1728431879
562,altai,46.3722,96.2583,0.67,45,18,1.1,MN,1728431880
563,schweizer-reneke,-27.1887,25.3293,17.09,28,73,4.69,ZA,1728431881
564,nuuk,64.1835,-51.7216,0.34,100,100,7.2,GL,1728431709
565,tayu,-6.5397,111.0518,27.77,70,92,4.29,ID,1728431883
566,rumuruti,0.267,36.5389,14.96,75,33,4.02,KE,1728431887
567,mugia,43.1041,-9.2179,20.51,96,100,15.7,ES,1728431889
568,kabompo,-13.5927,24.2008,17.49,23,2,2.39,ZM,1728431891
569,mitu,1.1983,-70.1733,23.09,98,100,0.82,CO,1728431892
570,tanout,14.9709,8.8879,31.64,16,35,4.28,NE,1728431894
571,mogadishu,2.0371,45.3438,25.44,85,63,7.32,SO,1728431895
572,palopo,-2.9996,120.1921,27.2,77,64,0.68,ID,1728431896
